_id	yomi	wordJpn	wordLao	typeLaoScript
4673	たとえば	例えば	ເຊັ່ນວ່າ	xen1 waa1
4674	たな	棚	ຕູ້	tuu2
4675	たに	谷	ຮ່ອມພູ	hohm1 phuu
4676	たにん	他人	ຄົນອື່ນ	khon eun1
4677	たぬき	狸/タヌキ	ຫມາແຮັກຄູນ	hmaa he'k kuun
4678	たね	種	ເມັດ	met
4679	たね	種	ແກ່ນພືດ	kaen1 pheut
4680	たのしい	楽しい	ມ່ວນຊື່ນ	muan1 xeun1
4681	たのしむ	楽しむ	ເຮັດໃຫ້ມ່ວນ	het hhay2 muan1
4682	たのむ	頼む	ຂໍ	hkoh
4683	たのむ	頼む	ຂໍຮ້ອງ	hkoh hohng2
4684	たばこ	タバコ	ຢາສູບ	yaa suup
4685	たぴおか	タピオカ	ແປ້ງມັນຕົ້ນ	paeng2 man ton2
4686	たびたび	度々	ເລື້ອຍໆ	leuay2 #
4687	たびに	度に	ທຸກເທື່ອ	thuk theua1
4688	だぶるべっど	ダブル・ベッド	ຕຽງຄູ່	tiang khuu1
4689	だぶるるーむ	ダブル・ルーム	ຫ້ອງຄູ່	hhohng2 khuu1
4690	たぶん	多分（～だろう）	ຄືຊິ	kheu xi
4691	たぶん	多分（～だろう）	ບາງເທື່ອ	baang theua1
4692	たぶん	多分（～だろう）	ອາດຈະ	aat ja
4693	たべもの	食べ物	ຂອງກິນ	hkohng kin
4694	たべもの	食べ物	ເຄື່ອງກິນ	kheuang1 kiin
4695	たべる	食べる	ກິນ	kin
4696	たま	弾	ລູກປືນ	luuk peun
4697	たま	玉	ຫມາກບານ	hmaak baan
4698	だま	（～）玉	ເງິນຫລຽນ	ngoen hlian
4699	たまいれ	玉入れ	ເອົາລູກໃສ່	ao luuk say1
4700	たまご	玉子	ໄຂ່	hkai1
4701	たまごがた	卵型	ຮູບໄຂ່	huup hkai1
4702	だます	騙す	ສໍ້ໂກງ	soh2 koong
4703	だます	騙す	ຫລອກ	hlohk
4704	たまたま	たまたま	ບັງເອີນ	bang ern
4705	たまに	たまに	ບາງຄັ້ງບາງຄາວ	baang khang2 baang khaaw
4706	たまねぎ	玉葱/タマネギ	ຫົວຜັກບົ່ວ	hhua hpak bua1
4707	たまりんど	タマリンド	ຫມາກກ້ວຍຂາມ	hmaak hkaam
4708	たまる	溜まる	ໂຮມເຂົ້າ	hoom hkao2
4709	だまる	黙る	ຢຸດເວົ້າ	yut wao2
4710	だむ	ダム	ເຂື່ອນ	hkeuan1
4711	ため	（～の）ため	ເຈັບແອວ	sam lap
4712	ため	（～の）ため	ເພື່ອ	pheua1
4713	だめ	だめ	ບໍ່ມີຄວາມຫມາຍ	boh1 mii khwaam hmaay
4714	だめ	だめ	ບໍ່ໄດ້	boh1 dai2
4715	ためしに	試しに	ລອງ	lohng
4716	ためす	試す	ລອງ	lohng
4717	ためす	試す	ລອງເບິ່ງ	lohng boeng1
4718	ために	（～の）ため	ຍ້ອນ	nyohn2
4719	ためらう	ためらう	ຕັດສິນໃຈບໍ່ໄດ້	tat sin jay boh1 dai2
4720	ためる	ためる	ທ້ອນ	thohn2
4721	たよる	頼る	ຂຶ້ນກັບ	hkuen2 kap
4722	たよる	頼る	ອາໃສ	aa say
4723	たら	たら	ຖ້າວ່າ	htaa2 waa1
4724	たらい	盥	ຊາມຊັກເຄື່ອງ	xaam xak kheuang1
4725	だらけ	だらけ	ທຸກບ່ອນ	thuk bohn1
4726	たり	たり	ແລະອື່ນໆ	le' eun1 #
4727	たりない	足りない	ຂາດ	hkaat
4728	たりない	足りない	ບໍ່ພໍ	boh1 phoh
4729	たりる	足りる	ພໍ	phoh
4730	だるい	だるい	ເມື່ອຍ	meuay1
4731	だるま	ダルマ	ທຳມະ	tham ma
4732	たれ	タレ	ນ້ຳແຈ່ວບາບີຄິວ	nam2 jaew1 baa bii khiw
4733	だれ	誰	ຜູ້ໃດ	hpuu2 day
4734	だれ	誰	ໃຜ	hpay
4735	だれか	誰か	ບາງຄົນ	baang khon
4736	だれでも	誰でも	ຜູ້ໃດກໍ່ໄດ້	hpuu2 day koh1 dai2
4737	たれる	垂れる	ຫ້ອຍລົງ	hhohy2 long
4738	だろう	（～は～）だろう	ອາດຈະແມ່ນ	aat ja maen1
4739	たん	痰	ຂີ້ກະເທີ່	hkii2 ka ther1
4740	だん	段	ຕ່າງລະດັບ	taang1 la dap
4741	だん	段	ລະດັບ~	la dap
4742	たんい	単位	ຫນ່ວຍກິດ	hnuay1 kid
4743	たんい	単位	ຫົວຫນ່ວຍ	hhua hnuay1
4744	たんか	単価	ລາຄາຫນ່ວຍ	laa kaa hnuay1
4745	たんき	短気	ໃຈຮ້ອນ	jay hohn2
4746	たんき	短期	ໄລຍະສັ້ນ	lai nya san2
4747	たんけん	探検	ສໍາຫລວດ	sam hluat
4748	たんご	単語	ຄຳສັບ	kham sap
4749	たんこう	炭鉱	ບໍ່ຖ່ານຫີນ	boh1 htaan1 hhiin
4750	だんさ	段差	ຕ່າງລະດັບ	taang1 la dap
4751	たんざにあ	タンザニア	ຕັງຊານີ	tang xaa nii
4752	たんさんいんりょう	炭酸飲料	ນ້ຳອັດລົມ	nam2 at lom
4753	たんさんがす	炭酸ガス	ຄາບອນໄດອອກໄຊ	khaa bohn dai ohk xai
4754	たんじゅん	単純	ງ່າຍ	ngaay1
4755	たんしょ	短所	ຈຸດອ່ອນ	jut ohn1
4756	だんじょ	男女	ຊາຍຍິງ	saay nying
4757	たんじょう	誕生	ເກີດ	kert
4758	たんじょうび	誕生日	ວັນເກີດ	wan kert
4759	たんじょうびおめでとう	誕生日おめでとう	ສຸກສັນວັນເກີດ	suk san wan kert
4760	たんす	箪笥	ຕູ້ເສື້ອຜ້າ	tuu2 seua2 hpaa2
4761	だんす	ダンス	ຟ້ອນ	fohn2
4762	だんす	ダンス	ເຕັ້ນ	ten2
4763	たんすいかぶつ	炭水化物	ຄາໂບໄຮເດດ	khaa boo hai deet
4764	たんすう	単数	ຈຳນວນຫນ້ອຍ	jam nuan hnohy2
4765	だんせい	男性	ຜູ້ຊາຍ	hpuu2 xaay
4766	だんせい	男性	ເພດຊາຍ	pheet xaay
4767	だんせいき	男性器	ອະໄວຍະວະເພດຊາຍ	a wai nya wa pheet xaay
4768	だんせいき	男性器	ໂຄຍ	khooy
4769	だんたい	団体	ສະຫະພັນ	sa hha phan
4770	だんだん	だんだん	ຊ້າໆ	xaa2 #
4771	たんてい	探偵	ນັກສືບ	nak seup
4772	たんにん	担任	ຄູປະຈຳຫ້ອງ	khuu pa jam hhohng2
4773	たんばりん	タンバリン	ກອງມື	kohng meu
4774	たんぱん	短パン	ໂສ້ງຂາສັ້ນ	soong2 hkaa san2
4775	たんぼ	田んぼ	ທົ່ງນາ	thong1 naa
4776	たんぼ	田んぼ	ນາ	naa
4777	だんぼう	暖房	ດັງໄຟ	dang fai
4778	だんぼう	暖房	ເພີ້ມຄວາມຮ້ອນ	pherm2 khwaam hohn2
4779	ち	血	ເລືອດ	leaut
4780	ぢ	痔	ລິດສີດວງ	lit sii duang
4781	ちあんがよい	治安が良い	ປອດໄພດີ	poht phai dii
4782	ちあんがわるい	治安が悪い	ບໍ່ປອດໄພ	boh1 poht phai
4783	ちい	地位	ຕຳແຫນ່ງ	tam hnaeng1
4784	ちい	地位	ຖານະ	htaa na
4785	ちいき	地域	ຖິ່ນ	htiin1
4786	ちいき	地域	ທ້ອງຖິ່ນ	thohng2 htin1
4787	ちーく	チーク	ຕົ້ນສັກ	ton2 sak
4788	ちいさい	小さい	ນ້ອຍ	nohy2
4789	ちいさい	小さい	ເລັກນ້ອຍ	lek nohy2
4790	ちいさな	小さな	ນ້ອຍ	nohy2
4791	ちーたー	チーター	ເສືອຊີຕາ	seua xii taa
4792	ちーむ	（何）チーム	(ຈັກ)ທີມ	thiim
4793	ちーむ	チーム	ກຸ່ມ	kum1
4794	ちぇこ	チェコ	ເຊັກໂກ	xek koo
4795	ちぇっく	チェック	ກວດເບິ່ງ	kuat uoeng1
4796	ちぇっくあうと	チェック・アウト	ເຊັກອອກ	xe'k ohk
4797	ちぇっくいん	チェック・イン	ເຊັກເຂົ້າ	xe'k hkao2
4798	ちか	地下	ໃຕ້ດິນ	tai2 diin
4799	ちかい	近い	ໃກ້	kay2
4800	ちかい	近い	ໃກ້ໆ	kay2 #
4801	ちがい	違い	ຄວາມແຕກຕ່າງກັນ	khwaam taek taang1 kan
4802	ちがう	違う	ບໍ່ຄືກັນ	boh1 kheu kan
4803	ちがう	違う	ບໍ່ຖືກ	boh1 hteuk
4804	ちがう	違う	ບໍ່ແມ່ນ	boh1 maen1
4805	ちがう	違う	ແຕກຕ່າງ	taek taang1
4806	ちかく	近く	ຢູ່ໃກ້ໆ	yuu1 kay2 #
4807	ちかごろ	近ごろ	ໃນສະໄຫມນີ້	nay sa hmai nii2
4808	ちかづく	近づく	ໃກ້ເຂົ້າ	kay2 hkao2
4809	ちかてつ	地下鉄	ລົດໄຟໃຕ້ດິນ	lot fai tay2 din
4810	ちから	力	ກຳລັງ	kam lang
4811	ちから	力	ກຳລັງແຮງ	kam lang haeng
4812	ちきゅう	地球	ໂລກ	look
4813	ちきゅうぎ	地球儀	ຫນ່ວຍໂລກ	hnuay1 look
4814	ちくび	乳首	ຫົວນົມ	hhua nom
4815	ちけっと	チケット	ປີ້	pii2
4816	ちこく	遅刻	ມາຊ້າ	maa xaa2
4817	ちじ	知事	ເທດສະມູນຕີ	theet sa muun tii
4818	ちしき	知識	ຄວາມຮູ້	khwaam huu2
4819	ちじん	知人	ຄົນຮູ້ຈັກ	khon huu2 jak
4820	ちず	地図	ແຜນທີ່	hpaen thii1
4821	ちせい	知性	ສະຕິ	sa ti
4822	ちち	父	ພໍ່	phoh1
4823	ちちおや	父親	ພໍ່	phoh1
4824	ちちはは	父母	ພໍ່ແມ່	phoh1 mae1
4825	ちぢむ	縮む	ສັ້ນ	san2
4826	ちぢむ	縮む	ຫົດ	hhot
4827	ちぢめる	縮める	ສັ້ນ	san2
4828	ちっとも	ちっとも（～ない）	ເລີຍ	lery
4829	ちっぷ	チップ	ເງິນທິບ	ngoen thip
4830	ちぶさ	乳房	ເຕົ້ານົມ	tao2 nom
4831	ちふす	チフス	ໄຂ້ຮາກສາດໃຫຍ່	hkai2 haak saat hyay1
4832	ちほう	地方	ທ້ອງຖິ່ນ	thohng2 htin1
4833	ちゃ	茶	ນ້ຳຊາ	nam2 xaa
4834	ちゃーしゅー	チャーシュー	ຫມູແດງ	hmuu daeng
4835	ちゃーたー	チャーター	ເຫມົາ	hmao
4836	ちゃいむ	チャイム	ກະດິ່ງ	ka ding1
4837	ちゃいろ	茶色	ສີນ້ຳຕານ	sii nam2 taan
4838	ちゃいろい	茶色い	ມີສີນ້ຳຕານ	mii sii nam2 taan
4839	ちゃく	（何）着	ຕົວ	tua
4840	ちゃくしょく	着色	ລະບາຍສີ	la baay sii
4841	ちゃくせき	着席	ນັ່ງລົງ	nang1 long
4842	ちゃくりく	着陸	ລົງຈອດ	long joht
4843	ちゃど	チャド	ຊາດ	xaat
4844	ちゃのは	茶の葉	ໃບຊາ	bay xaa
4845	ちゃわん	茶碗	ຖ້ວຍ	htuay2
4846	ちゃんす	チャンス	ໂອກາດ	oo kaat
4847	ちゃんと	ちゃんと	ເປັນລະບຽບ	pen la biap
4848	ちゃんねる	チャンネル	ຊ່ອງ	xohng1
4849	ちゃんぴおん	チャンピオン	ຜູ້ຊະນະເລີດ	hpuu2 xa na lert
4850	ちゅう	中	ກຳລັງ	kam lang
4851	ちゅうい	注意	ຕຳນິ	tam ni
4852	ちゅうい	注意	ລະວັງ	la wang
4853	ちゅうおう	中央	ກາງ	kaang
4854	ちゅうおうあふりか	中央アフリカ	ອາຝຣິກກາກາງ	aa frik kaa kaang
4855	ちゅうがくいちねんせい	中学一年生	ນັກຮຽນ ມ.2	nak hian moh sohng
4856	ちゅうがくせい	中学生	ນັກຮຽນມັດທະຍົມຕອນຕົ້ນ	nak hian mat tha nyom tohn ton2
4857	ちゅうがっこう	中学校	ໂຮງຮຽນມັດທະຍົມຕອນຕົ້ນ	hoong hian mat tha nyom ton2
4858	ちゅうきゅう	中級	ຊັ້ນກາງ	xan2 kaang
4859	ちゅうきんとう	中近東	ຕາເວັນອອກກາງ	taa wen ohk kaang
4860	ちゅうごく	中国	ຈີນ	jiin
4861	ちゅうごくちゃ	中国茶	ຊາຈີນ	xaa jiin
4862	ちゅうし	中止	ຍົກເລີກ	nyok lerk
4863	ちゅうしゃ	駐車	ຈອດ	joht
4864	ちゅうしゃ	駐車	ຈອດລົດ	joht lot
4865	ちゅうしゃ	注射	ສັກຢາ	sak yaa
4866	ちゅうしゃきんし	駐車禁止	ຫ້າມຈອດລົດ	hhaam2 joht lot
4867	ちゅうしゃじょう	駐車場	ບ່ອນຈອດລົດ	bohn1 joht lot
4868	ちゅうじゅん	中旬	ກາງດືອນ	kaang deuan
4869	ちゅうしょく	昼食	ອາຫານທ່ຽງ	aa hhaan thiang1
4870	ちゅうしょく	昼食	ອາຫານສວຍ	aa hhaan suay
4871	ちゅうしん	中心	ສູນກາງ	suun kaang
4872	ちゅうすいえん	虫垂炎	ໄສ້ຕິ່ງອັກເສບ	sai2 ting1 ak seep
4873	ちゅうせん	抽選	ຈັບສະຫລາກ	jap sa hlaak
4874	ちゅうぞう	鋳造	ຫລໍ່	hloh1
4875	ちゅうどくになる	中毒になる	ຕິດ	tit
4876	ちゅうねん	中年	ໄວກາງຄົນ	wai kaang khon
4877	ちゅうもく	注目	ພິຈາລະນາ	phi jaa la naa
4878	ちゅうもん	注文	ສັ່ງຊື້	sang1 xeu2
4879	ちゅーりっぷ	チューリップ	ດອກທິວລິບ	dohk hhiw lip
4880	ちゅにじあ	チュニジア	ຕຸຍນີຊີ	tuy nii zii
4881	ちょう	長	ຜູ້ນຳ	hpuu2 nam
4882	ちょう	長	ຫົວຫນ້າ	hhua hnaa2
4883	ちょう	蝶/チョウ	ແມງກະເບື້ອ	maeng ka beua2
4884	ちょうかい	朝会	ປະຊຸມກ່ອນເຂົ້າຮຽນ	pa xum kohn1 hkao2 hian
4885	ちょうかい	聴解	ຟັງ	
4886	ちょうくれつに	直列に	ລຽນກັນ	lian kan
4887	ちょうこく	彫刻	ຮູບປັ້ນ	huup pan2
4888	ちょうこく	彫刻	ແກະສະຫລັກ	ke' sa hlak
4889	ちょうこくとう	彫刻刀	ມີດແກະສະຫລັກ	miit ke' sa hlak
4890	ちょうさ	調査	ກວດກາ	kuat kaa
4891	ちょうし	調子	ສະພາບ	sa phaap
4892	ちょうしょ	長所	ຈຸດດີ	jut dii
4893	ちょうじょ	長女	ລູກສາວກົກ	luuk saaw kok
4894	ちょうじょう	頂上	ຈອມພູ	johm phuu
4895	ちょうしょく	朝食	ອາຫານເຊົ້າ	aa hhaan xao2
4896	ちょうしんき	聴診器	ເຄື່ອງຫູຟັງ	kheuang1 hhuu fang
4897	ちょうせつ	調節	ປັບ	pap
4898	ちょうだい	（～て）頂戴	ກະລຸນາ	ka lu naa
4899	ちょうだい	（～て）頂戴	ຊ່ວຍ	xuay1
4900	ちょうだい	（～を）頂戴	ເອົາໃຫ້	ao hhay2
4901	ちょうちょう	蝶々/チョウチョウ	ແມງກະເບື້ອ	maeng ka beua2
4902	ちょうてん	頂点	ມູມສາກ	muum saak
4903	ちょうど	丁度	ພໍດີ	phoh dii
4904	ちょうどよい	丁度良い	ເຫມາະສົມ	hmo' som
4905	ちょうなん	長男	ລູກຊາຍກົກ	luuk xaay kok
4906	ちょうほうけい	長方形	ຮູບສີ່ແຈສາກ	huup sii1 jae saak
4907	ちょうみりょう	調味料	ເຄື່ອງປຸງ	kheuang1 pung
4908	ちょうむすび	蝶結び	ມັດໂບ	mat boo
4909	ちょうめん	帳面⇒ノート	ປື້ມຂຽນ	peum2 hkian
4910	ちょうるい	鳥類	ສັດປະເພດນົກ	sat pa pheet nok
4911	ちょうわ	調和	ກົມກືນກັນ	kom keun kan
4912	ちょーく	チョーク	ສໍຂາວ	soh hkaaw
4913	ちょきん	貯金	ທ້ອນເງິນ	thohn2 ngoen
4914	ちょくせつ	直接	ໂດຍກົງ	dooy kong
4915	ちょくせん	直線	ເສັ້ນຊື່	sen2 xeu1
4916	ちょくほうたい	直方体	ຮູບກັບສາກ	huup kap2 saak
4917	ちょこれーと	チョコレート	ຊອກໂກແລັດ	xohk koo le't
4918	ちょさくけん	著作権	ລິຂະສິດ	li hka sit
4919	ちょっかく	直角	ມຸມສາກ	mum saak
4920	ちょっかくさんかっけい	直角三角形	ຮູບສາມແຈສາກ	huup saam jae saak
4921	ちょっと	ちょっと	ຈັກຫນ້ອຍ	jak hnohy2
4922	ちょっと	ちょっと	ນ້ອຍຫນຶ່ງ	nohy2 hnueng1
4923	ちょっと	ちょっと	ບືດດຽວ	beut diaw
4924	ちょっと	ちょっと	ຫນ້ອຍຫນຶ່ງ	hnohy2 hnueng1
4925	ちらかす	散かす	ຊະຊາຍ	xa xaay
4926	ちり	塵	ຂີ້ຝຸ່ນ	hkii2 hfun1
4927	ちり	チリ	ຈີເລ	jii lee
4928	ちり	地理	ພູມີສາດ	phuu mii saat
4929	ちりがみ	塵紙	ເຈ້ຍອະນາໄມ	jia2 a naa mai
4930	ちりそーす	チリ・ソース	ຊອດຫນາກເຜັດ	xoht hnaak hpet
4931	ちりとり	塵とり	ອັນຊ້ວນຂີ້ຝຸ່ນ	an xuan2 hkii2 hfun1
4932	ちりょう	治療	ປົວໂລກ	pua look
4933	ちる	散る	ຂຸລົງ	hku long
4934	ちんちん	ちんちん	ໂຄຍ	khooy
4935	ちんつうざい	鎮痛剤	ຢາແກ້ເຈັບ	yaa kae2 jep
4936	ちんぱんじー	チンパンジー	ລີງຊິມແພນຊີ	liing xim phaen xii
4937	つあー	ツアー	ທັດສະນະ	that sa na
4938	つあー	ツアー	ທົວ	thua
4939	ついか	追加	ສັ່ງໃຫມ່	sang1 hmai1
4940	ついか	追加	ເພີ່ມເຕີມ	pherm1 term
4941	ついたち	１日	ວັນທີຫນຶ່ງ	wan thii hnueng1
4942	ついて	ついて⇒について	ກ່ຽວກັບ	kiaw1 kap
4943	ついに	ついに	ທ້າຍສຸດ	thaay2 sut
4944	ついんべっど	ツイン・ベッド	ສອງຕຽງ	sohng tiang
4945	ついんるーむ	ツン・ルーム	ຫ້ອງຄູ່	hhohng2 khuu1
4946	つうか	通過	ຜ່ານໄປ	hpaan1 pai
4947	つうか	通貨	ເງິນຕາ	ngoen taa
4948	つうじる	通じる	ຂ້າມໄປໄດ້	hkaam2 pai dai2
4949	つうしん	通信	ໂທລະຄົມ	thoo la khom
4950	つうしんしょう	通信省	ກະຊວງຄົມມະນາຄົມ	ka xuang khom ma naa khom
4951	つうち	通知	ແຈ້ງ	jaeng2
4952	つうちょう	通帳	ປື້ມຝາກເງິນ	puem2 hfaak ngoen
4953	つうやく	通訳	ນາຍພາສາ	naay phaa saa
4954	つうやく	通訳	ລ່າມ	laam1
4955	つうやく	通訳	ລ່າມແປພາສາ	laam1 pae phaa saa
4956	つえ	杖	ໄມ້ຄ້ອນເທົ້າ	mai2 khohn thao2
4957	つかい	使い	ຜູ້ສົ່ງຂ່າວ	hpuu2 song1 hkaaw1
4958	つかいかた	使い方	ວິທີໃຊ້	wi thii xay2
4959	つかう	使う	ໃຊ້	xay2
4960	つかまえる	捕まえる	ຈັບ	jap
4961	つかむ	つかむ	ຈັບ	jap
4962	つかれた	疲れた	ເມື່ອຍແລ້ວ	meuay1 laew2
4963	つかれる	疲れる	ເມື່ອຍ	meuay1
4964	つき	つき	ມີ	mii
4965	つき	（～に）つき	ລະ	la
4966	つき	月	ເດືອນ	deuan
4967	つき	月	ເດືອນຈັນ	deuan jan
4968	つぎ	次	ຕໍ່ມາ	toh1 maa
4969	つきあう	付き合う	ຄົບກັນໄປ	khop kan pai
4970	つきさす	突き刺す	ປັກ	pak
4971	つぎに	次に	ຕໍ່ມາ	toh1 maa
4972	つきる	尽きる	ຫມົດ	hmot
4973	つく	突く	ຈິກຂ້າງ	jik hkaang2
4974	つく	付く	ຕິດຢູ່	tit yuu1
4975	つく	付く	ຕາມ	taam
4976	つく	着く	ມາຮອດ	maa hoht
4977	つく	着く	ມາເຖີງ	maa hterng
4978	つく	着く	ຮອດ	hoht
4979	つく	着く	ເຖິງ	htoeng
4980	つぐ	注ぐ	ເຫຍ້ນ	hyeen2
4981	つくえ	机	ໂຕະ	to
